"","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILLPCA1","BILLPCA2","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"20381",20381,50000,"1","3","1",23,0,0,0,0,0,0,-27643.8747563478,23239.7566595758,2100,3260,1200,1000,0,16628,"1"
"20382",20382,10000,"1","2","2",24,1,2,2,0,0,3,-92064.8344942428,-6115.74596200216,2000,0,1125,1500,0,0,"1"
"20383",20383,50000,"1","2","2",23,0,0,-2,-2,-2,-2,-88652.0296270784,25679.0584559471,0,0,0,0,0,0,"0"
"20384",20384,20000,"1","2","2",23,0,0,0,0,0,0,-66615.6620719409,-8830.87016918884,1605,1605,1310,687,1735,0,"0"
"20385",20385,90000,"1","3","2",23,3,2,0,0,0,0,6640.24353792137,77514.7460472121,0,2200,1000,477,103,0,"1"
"20386",20386,30000,"1","3","2",23,1,2,0,0,0,0,-40528.9372335527,-3895.00932671482,0,2033,1420,0,92,0,"0"
"20387",20387,110000,"1","1","2",25,0,0,0,0,0,0,113173.243085709,-25356.6400787053,4100,4304,4004,6007,4003,5017,"0"
"20388",20388,10000,"1","1","2",23,-1,2,-1,-1,-1,-1,-109729.666983123,-1339.82873861495,0,390,0,780,0,0,"1"
"20389",20389,20000,"1","2","2",23,2,2,2,0,0,0,-64980.2808911931,-7091.5656959023,2919,0,1298,1000,692,766,"1"
"20390",20390,10000,"1","2","2",24,1,2,0,0,0,2,-94890.8338459468,-5517.99151507414,0,1300,1200,900,0,700,"0"
"20391",20391,80000,"1","2","2",25,-2,-2,-2,-2,-2,-2,-103569.317908066,-8948.28777841971,0,2020,0,16033,11220,0,"0"
"20392",20392,20000,"1","2","2",24,0,0,0,0,0,0,-89252.932551819,-6636.6809325871,1132,1152,1161,600,600,0,"0"
"20393",20393,240000,"1","2","2",25,0,0,0,0,0,0,44006.8090719481,-18264.9173042176,2212,2237,5000,5000,5000,3413,"0"
"20394",20394,170000,"1","4","1",40,0,0,0,0,0,0,306338.392541981,-36108.6431630903,6384,7540,7540,6301,6517,6035,"0"
"20395",20395,80000,"1","2","2",23,0,0,0,0,-2,-2,-45166.3940199272,62461.6208882887,1750,1650,0,0,0,0,"0"
"20396",20396,20000,"1","2","2",22,2,2,2,2,0,0,-62617.789577982,-5625.55406103724,0,2100,1000,1000,1000,1000,"0"
"20397",20397,20000,"1","2","2",22,0,0,0,0,0,-1,-87831.8439287452,321.871660372617,1500,1500,1500,800,1500,0,"0"
"20398",20398,480000,"1","1","1",37,-1,-1,-1,-1,0,0,20393.1140211932,-86031.9096923844,45205,55328,77000,30048,30015,15056,"0"
"20399",20399,20000,"1","2","2",23,3,3,2,0,0,2,-80813.6988479568,-6245.49015303089,0,0,2000,2000,0,1400,"1"
"20400",20400,20000,"1","2","2",24,0,0,0,0,0,0,-70013.4871062528,690.101066190728,1400,1380,1181,1000,500,500,"0"
"20401",20401,1e+05,"1","2","2",22,0,0,0,0,0,0,-20607.1337597013,-10784.4310168505,2548,2625,2451,890,1056,912,"0"
"20402",20402,50000,"1","2","2",23,0,0,0,0,-2,-2,-44534.1837720294,48993.8972692072,2400,2400,0,0,0,0,"0"
"20403",20403,80000,"1","2","2",24,2,2,-2,-1,0,0,-93971.7351625417,-21874.5201254662,0,0,872,22000,2002,2001,"0"
"20404",20404,2e+05,"1","1","2",24,-1,-1,-1,-1,0,0,-93433.9760754517,-8477.49983995392,200,198,18156,0,1150,0,"0"
"20405",20405,150000,"1","4","2",32,0,0,0,-1,0,0,225086.192927237,-53531.6461635498,4019,146896,157436,4600,4709,5600,"0"
"20406",20406,30000,"1","2","2",34,-1,-1,-1,-1,-2,-2,-110197.472166992,-1327.72784848002,0,780,0,0,0,0,"0"
"20407",20407,140000,"1","2","2",25,0,0,0,0,0,2,-58460.3754501479,-13344.1030430467,1815,3000,3000,2000,0,2500,"0"
"20408",20408,10000,"1","2","2",21,0,0,0,0,0,0,-88816.6650346727,-6146.41573672931,1200,1165,1079,1200,754,0,"0"
"20409",20409,20000,"1","3","2",24,2,0,0,0,0,0,-78106.1805796058,-8170.99484697293,1504,1220,1533,676,2177,559,"1"
"20410",20410,50000,"1","1","2",26,0,0,0,0,0,0,-72700.0430772255,-9892.14069576838,1600,2280,2000,1000,1000,2000,"0"
"20411",20411,130000,"1","2","2",25,0,0,0,0,0,0,99716.9352339596,77217.7352732939,31200,4268,89527,107,500,1000,"0"
"20412",20412,50000,"1","1","2",26,0,0,0,0,0,0,-92863.8409193536,-3131.9665151067,2000,2000,1000,1500,0,3000,"0"
"20413",20413,160000,"1","1","2",26,-1,-1,-1,-1,-1,0,-62173.5534668399,-31827.0479719471,15134,15199,10845,46397,1280,15000,"0"
"20414",20414,30000,"1","2","2",26,0,0,0,0,0,0,-55402.4936670174,10966.4885403137,2015,1800,1200,551,0,28983,"0"
"20415",20415,80000,"1","2","2",27,0,0,0,0,0,0,21733.0612119552,2444.95201047337,2061,2455,2667,2002,2055,1000,"0"
"20416",20416,20000,"1","3","2",25,0,0,2,3,2,2,-79775.6146758545,-7709.38175088728,3100,2900,0,0,1325,670,"0"
"20417",20417,20000,"1","3","2",24,0,0,0,0,0,0,-71989.2820884864,-779.861247727411,2000,2000,2200,0,100,0,"0"
"20418",20418,10000,"1","3","2",24,1,-1,0,-1,0,0,-107632.345065376,-569.107788391706,5253,1500,780,0,0,0,"0"
"20419",20419,110000,"1","3","2",26,0,0,0,0,0,0,-82292.9425728007,-7933.82087264093,2000,2000,3000,3000,3000,2000,"0"
"20420",20420,50000,"1","1","2",24,-1,0,0,0,0,0,-18112.8230682137,18466.9891628756,2100,1900,2000,1000,1000,1000,"0"
"20421",20421,40000,"1","1","2",25,-1,0,0,2,2,0,-105594.144021324,-2992.76122128656,1190,1349,1200,0,547,231,"0"
"20422",20422,120000,"1","2","2",26,-2,-2,-2,-2,-2,-2,-109936.146281019,-1667.78254704161,316,316,316,316,316,316,"0"
"20423",20423,50000,"1","2","2",26,0,0,0,0,0,0,-22713.1899487931,24935.3652394085,2200,1500,1933,600,461,350,"0"
"20424",20424,270000,"1","1","2",27,0,0,0,0,0,0,363474.005165213,-66714.5835274884,15000,10000,7841,6930,7800,7730,"0"
"20425",20425,2e+05,"1","1","1",27,2,2,2,2,0,0,276040.766456768,2165.64362376618,14600,7000,0,6000,11500,24,"1"
"20426",20426,20000,"1","2","2",24,1,2,2,0,0,2,-88610.8676768691,-5550.22098170657,1300,0,1157,1000,0,1210,"0"
"20427",20427,30000,"1","2","2",24,0,0,0,0,0,0,-45250.2585475791,-6777.67169678999,2000,1388,2000,1500,5541,0,"0"
"20428",20428,20000,"1","3","2",26,3,2,2,2,2,-1,-109988.122316412,-2143.27560081858,0,0,0,0,1150,0,"1"
"20429",20429,20000,"1","2","2",24,0,0,0,0,4,3,-90520.6048304076,-8224.45961884783,1500,1500,3000,0,0,0,"1"
"20430",20430,10000,"1","1","2",24,2,2,0,0,0,0,-89048.7684252824,-5013.08741312695,0,1500,2000,700,1500,0,"1"
"20431",20431,50000,"1","2","2",24,2,0,0,0,0,0,-14589.6014733883,8728.01651387687,1950,1949,1482,1040,913,779,"0"
"20432",20432,60000,"1","2","1",25,0,0,0,0,0,0,-15482.269920868,2025.18962645348,2000,2500,2000,1100,1200,1200,"0"
"20433",20433,2e+05,"1","1","2",26,0,0,-1,0,0,-2,-95563.4324668063,10668.1509928183,1213,4467,1000,0,0,0,"0"
"20434",20434,110000,"1","2","2",26,0,0,0,0,0,0,-77269.8696320025,11176.1583029604,2000,2000,2000,5000,3470,0,"0"
"20435",20435,210000,"1","4","2",27,0,0,0,0,0,0,414496.184765469,-75877.8997344516,7000,20000,8200,7100,6800,7000,"0"
"20436",20436,20000,"1","2","2",27,-1,-1,-1,-1,-1,-1,-106762.26759595,-1933.09653302037,1662,1473,1623,1623,1663,1623,"0"
"20437",20437,3e+05,"1","2","1",27,0,0,0,0,0,0,-76101.1791561699,-10177.1218338116,3513,2012,3902,7924,2932,2077,"0"
"20438",20438,30000,"1","2","2",22,3,2,2,2,2,3,-43310.2945805864,-11325.4112571376,0,3200,0,3900,0,0,"1"
"20439",20439,50000,"1","3","1",24,0,0,2,0,0,0,-66771.1086353507,12710.051665206,1806,1000,1112,366,503,500,"0"
"20440",20440,80000,"1","2","2",24,1,2,2,2,0,0,301017.597406789,-8014.65160720076,0,11900,6500,6500,5800,6500,"1"
"20441",20441,50000,"1","2","2",26,1,2,2,2,2,2,-28920.5712139175,-11143.7704559175,2400,2000,0,2800,0,3100,"1"
"20442",20442,230000,"1","2","2",27,0,0,0,0,0,0,239726.397531177,-18476.5272061024,6800,6707,10038,4782,5119,5632,"0"
"20443",20443,110000,"1","3","2",27,0,0,0,0,0,0,54547.2427203828,4766.45251346302,5000,5000,5000,5000,3709,0,"0"
"20444",20444,140000,"1","2","2",27,0,0,0,0,0,0,77004.1977711395,-23083.4497291349,10000,10000,3393,3260,5000,3000,"0"
"20445",20445,140000,"1","2","2",28,0,0,0,0,-1,0,231735.411059121,25530.3703284977,5000,6614,2198,140000,5413,4689,"0"
"20446",20446,360000,"1","1","2",28,-1,-1,2,-1,-1,-1,-108491.495628557,-321.884581218859,780,0,390,390,540,390,"0"
"20447",20447,90000,"1","3","2",25,1,3,2,2,2,2,-50782.1195811182,-6923.68516263871,0,0,1405,886,919,1104,"1"
"20448",20448,10000,"1","1","2",26,0,0,0,0,0,0,-93725.0095406827,-7200.97028740923,1400,1300,1500,1000,1000,0,"0"
"20449",20449,180000,"1","1","2",26,-1,-1,-1,-1,-1,0,-92328.7358289554,6741.75514320205,9500,10122,770,4159,0,5243,"0"
"20450",20450,120000,"1","3","0",26,0,0,-1,-1,-1,-1,-53722.823722144,34525.352607851,13160,5272,13832,8661,5715,38852,"0"
"20451",20451,130000,"1","2","2",25,2,0,0,0,0,-1,118601.953217291,70993.827393546,5006,4252,3000,1537,10000,21300,"0"
"20452",20452,90000,"1","2","2",25,0,0,-1,-1,0,-1,-106181.473337919,-723.085258131945,1800,1052,2422,0,1051,83573,"0"
"20453",20453,170000,"1","2","2",26,0,0,0,0,0,0,219554.76090924,38293.5880059188,5700,7400,5600,4500,3000,3500,"1"
"20454",20454,50000,"1","2","2",23,0,0,2,0,0,0,-14915.4492443077,16709.5365648818,4000,0,2430,1000,800,700,"0"
"20455",20455,4e+05,"1","1","2",26,0,0,0,0,0,0,165372.162414494,-43931.4353512589,8006,123692,7002,8167,3996,2000,"0"
"20456",20456,10000,"1","3","2",24,0,-1,-1,0,0,0,-92133.4563015482,-7526.09993781728,273,8327,1200,342,354,438,"0"
"20457",20457,360000,"1","1","2",27,-2,-2,-2,-2,-2,-2,-91091.5062854523,-3663.39130559146,6813,14171,12023,3200,7288,1892,"0"
"20458",20458,1e+05,"1","1","2",25,-1,-1,-1,-1,-1,-1,-106385.524672591,-3359.82837357039,291,1791,2367,4613,291,291,"0"
"20459",20459,80000,"1","1","2",25,-1,-1,2,-1,-1,-1,-108329.731017511,-1450.26793321745,1650,0,825,825,825,0,"0"
"20460",20460,20000,"1","2","2",25,-1,-1,-1,-1,-1,-2,-102003.625240497,-6435.55007917736,390,1128,19780,0,0,0,"0"
"20461",20461,50000,"1","1","2",25,0,0,0,0,0,-1,-77693.1623462308,-6441.29843493555,1200,1500,1500,281,18584,1000,"0"
"20462",20462,50000,"1","1","2",24,-1,2,-1,-1,-1,0,-108011.32613995,-1207.22668831223,0,1655,0,1250,0,0,"0"
"20463",20463,50000,"1","1","2",24,0,0,0,0,0,0,-85801.1849707683,-400.399109478276,6000,6000,8000,186,0,0,"0"
"20464",20464,1e+05,"1","2","2",26,0,0,0,0,0,0,-29012.278213017,-13175.6376981053,2500,2000,2000,2000,4500,40000,"1"
"20465",20465,150000,"1","1","2",26,2,2,2,2,2,0,287907.113739502,-28312.8362091825,0,14000,10048,0,5118,4517,"1"
"20466",20466,190000,"1","1","2",25,0,0,2,0,0,0,-97409.5031670208,-5667.32395413616,2323,0,1103,500,1000,400,"0"
"20467",20467,80000,"1","1","2",26,0,0,0,0,0,0,59439.9449891452,3881.42268028745,3500,3328,2811,1192,1516,2316,"0"
"20468",20468,10000,"1","2","2",26,0,0,0,0,0,0,-84363.9149882966,-2167.9413359662,1099,2234,1135,1086,319,319,"0"
"20469",20469,50000,"1","1","2",26,0,0,0,0,0,0,-40312.2728260833,-7716.12393818434,1768,1477,1444,1100,1500,1100,"0"
"20470",20470,140000,"1","5","2",26,0,0,0,0,0,0,161569.445780924,34340.1667741072,5300,6350,2900,2950,4000,3576,"0"
"20471",20471,80000,"1","2","2",25,1,-2,-1,-1,-2,-2,-110521.99060694,-1569.86683101504,0,431,0,0,0,0,"0"
"20472",20472,50000,"1","2","2",26,0,0,0,0,0,2,-142.317616686365,-15828.2350389495,2000,1781,1727,3500,0,3600,"0"
"20473",20473,80000,"1","3","1",34,1,2,2,2,2,2,69817.1832282308,-22017.7745816011,3400,3000,0,5637,3200,0,"1"
"20474",20474,20000,"1","3","2",27,0,0,-2,-2,-2,-2,-94187.7502269075,18831.6040231495,0,0,0,0,0,0,"0"
"20475",20475,170000,"1","2","2",27,0,0,0,0,0,0,204249.08536041,12582.3993611316,7100,5500,5000,5000,5000,5000,"1"
"20476",20476,210000,"1","1","2",27,1,-1,-1,-1,-1,-1,-109748.211553734,-2184.68856905909,582,0,582,291,1027,291,"1"
"20477",20477,230000,"1","2","2",27,0,0,0,0,0,0,-101819.834903366,895.644726054819,2000,2000,2000,300,2000,1400,"0"
"20478",20478,50000,"1","1","2",28,0,0,-1,-1,-1,-2,-80200.7167717862,16101.1270772345,5224,19906,11132,0,0,0,"0"
"20479",20479,30000,"1","2","2",28,2,0,0,0,0,0,-46371.0413720539,-10936.6225393669,1800,1500,1600,1000,2100,1400,"0"
"20480",20480,50000,"1","2","2",25,0,0,0,0,0,0,9243.25890728324,-11925.8960714453,2710,2760,2750,1507,2000,1500,"0"
"20481",20481,50000,"1","2","2",28,2,0,0,2,0,0,-73790.9240418727,-2934.32881831141,1200,3972,0,1448,492,10000,"1"
"20482",20482,20000,"1","2","2",26,0,0,0,2,0,0,-78368.7238535101,5342.12512111095,1513,4932,9,286,1000,15000,"0"
"20483",20483,160000,"1","2","2",26,-2,-2,-2,-2,-2,-2,-67624.4989503692,7586.56992419973,0,99500,0,0,0,0,"0"
"20484",20484,70000,"1","3","2",26,0,0,2,0,0,0,35595.1788205664,2426.06897491027,5916,0,2315,1718,2000,2000,"1"
"20485",20485,290000,"1","1","2",28,0,0,0,0,0,0,-73824.9011017989,5124.39749976242,1500,1500,1021,185,387,2000,"0"
"20486",20486,120000,"1","3","2",26,0,0,0,0,0,0,79285.0834607181,802.716781831741,6000,4100,3000,3000,2000,0,"0"
"20487",20487,50000,"1","2","2",27,0,0,0,0,0,0,3300.28887541662,-12135.8808196668,3000,2200,1600,978,2000,1000,"0"
"20488",20488,110000,"1","1","2",26,0,0,0,0,0,0,113069.894546997,3381.79612369659,3577,4416,2972,2756,2839,2472,"0"
"20489",20489,160000,"1","4","2",26,0,0,0,0,0,0,-87943.1217498534,3002.41468579388,5398,5676,8874,161,0,0,"0"
"20490",20490,30000,"1","3","2",27,0,0,0,0,0,0,-46289.6198741296,-5501.91777921609,3000,2000,2000,2500,3000,2500,"0"
"20491",20491,210000,"1","2","2",27,1,-2,-1,2,-1,0,-109502.76012855,-2640.5633242825,0,709,0,1026,0,0,"0"
"20492",20492,150000,"1","3","2",27,0,0,0,0,0,0,87029.7896291949,-7998.73006376961,2922,3100,4000,3536,2200,2123,"0"
"20493",20493,120000,"1","1","2",28,0,0,0,0,-1,-1,-37712.4895297322,65509.5016597695,1256,1500,2000,998,980,0,"1"
"20494",20494,1e+05,"1","2","1",28,1,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"1"
"20495",20495,120000,"1","1","2",28,2,2,0,0,2,2,167853.838232449,-27360.6704493923,0,6000,9000,3425,45,3500,"1"
"20496",20496,220000,"1","5","2",23,-1,0,0,0,0,0,325652.033548355,-23564.1603128088,7500,7500,7000,8000,8000,158956,"0"
"20497",20497,140000,"1","2","2",26,2,2,2,2,2,2,202935.379936787,-47525.9621675793,0,19500,0,10000,6000,5000,"1"
"20498",20498,20000,"1","2","2",24,1,2,2,0,0,0,-90346.5883807031,-5744.63578147768,1200,0,1200,1000,500,500,"1"
"20499",20499,330000,"1","2","2",25,0,0,0,0,0,0,419189.78282331,-19290.1392612246,9520,8100,8500,7400,7200,7900,"0"
"20500",20500,210000,"1","1","2",29,0,0,0,0,0,0,286967.735402118,-813.755667530182,6000,8000,5556,5100,5016,5200,"0"
"20501",20501,430000,"1","1","2",29,-2,-2,-2,-2,-2,-2,-109928.783862934,-1748.50911167284,325,325,0,325,650,150,"0"
"20502",20502,150000,"1","2","2",28,0,0,0,0,0,0,123293.80685527,21230.8352548217,3501,3516,3003,2578,2300,2300,"0"
"20503",20503,210000,"1","3","2",28,0,0,0,0,0,0,36894.0390994321,-18867.0166347441,2107,3000,3000,2500,6000,8000,"0"
"20504",20504,240000,"1","2","2",29,0,0,0,0,0,0,462776.341421207,-26523.3161114899,8891,12350,15969,7968,8700,17500,"0"
"20505",20505,140000,"1","2","2",30,2,0,0,0,0,0,162444.465483175,55030.419503425,5000,6003,4771,2103,2000,43557,"1"
"20506",20506,50000,"1","2","2",28,0,0,0,0,0,0,-19499.339868278,14086.8498735247,2500,2500,2000,2000,941,3113,"1"
"20507",20507,4e+05,"1","1","2",28,-1,0,-1,0,0,0,155276.069620541,-87327.6215275476,5056,241366,278006,425,34,2966,"0"
"20508",20508,160000,"1","5","1",28,0,0,0,0,0,0,268925.887075569,-30573.5311993424,7028,5823,4764,4251,4348,5000,"0"
"20509",20509,130000,"1","1","2",28,0,0,0,0,0,-2,24425.8968277164,84956.1704024826,5000,3000,4000,0,0,0,"0"
"20510",20510,160000,"1","2","2",26,-2,-2,-2,-2,-2,-2,-107915.294960693,-332.059777327257,396,396,396,396,1353,2423,"0"
"20511",20511,30000,"1","2","2",27,0,0,0,2,0,0,-42209.4142291571,-11633.6928980218,2000,3700,0,2000,910,917,"0"
"20512",20512,20000,"1","3","2",27,0,0,0,0,0,0,-72461.6052423683,-8679.34967677849,1300,1500,2000,2048,0,4500,"1"
"20513",20513,2e+05,"1","2","2",27,0,0,0,0,0,0,371223.918618574,-26909.9318992226,7565,9593,6919,5666,4686,4500,"0"
"20514",20514,20000,"1","2","2",27,1,-1,0,0,0,0,-72511.7059667212,-15437.0413670014,18965,1391,1207,602,707,672,"0"
"20515",20515,130000,"1","1","2",27,-1,0,0,-2,-2,-2,-107884.645769638,1247.95085257761,2000,0,0,0,0,0,"0"
"20516",20516,1e+05,"1","2","1",30,-1,-1,-1,-1,-1,-1,-109219.831589056,-1942.80044620104,416,1005,1416,416,416,0,"0"
"20517",20517,150000,"1","5","2",24,0,0,-1,0,0,0,47052.6536063161,-79309.1917172722,2516,122685,3328,2230,2062,1891,"0"
"20518",20518,1e+05,"1","2","2",25,0,0,0,0,0,0,104344.795956275,-27864.9379874416,4000,4000,4100,4000,3241,5000,"0"
"20519",20519,40000,"1","1","2",27,2,0,0,0,0,0,-82496.7956028735,-6080.77740506201,2500,2000,1500,2330,2300,1000,"1"
"20520",20520,50000,"1","1","2",26,0,0,0,0,0,0,-53462.5895176321,7885.8106889511,1300,1300,1300,1000,1000,1000,"0"
"20521",20521,150000,"1","2","2",32,1,2,0,0,0,0,200185.197785266,-29920.5761793326,0,5000,3500,3557,5929,23,"1"
"20522",20522,50000,"1","2","2",29,2,2,2,0,0,0,8110.97297449731,-13441.3696460274,4355,0,1900,1333,0,999,"0"
"20523",20523,50000,"1","2","2",24,0,0,0,0,0,0,-8289.98953923058,17415.0912444275,2109,2388,1602,900,838,707,"0"
"20524",20524,60000,"1","2","2",29,2,2,2,2,2,2,-19196.7416918396,-12864.8877108736,0,4000,1200,1900,0,2900,"1"
"20525",20525,320000,"1","1","2",30,-2,-2,-2,-2,-2,-2,-98499.8594058529,-2910.95379098498,6091,3848,937,5473,8565,0,"0"
"20526",20526,90000,"1","2","2",30,2,2,2,2,2,0,69706.1823048357,-4327.3548248033,0,6500,2600,0,2700,3000,"1"
"20527",20527,160000,"1","2","2",30,0,0,0,0,0,0,181887.363972,46287.6504037819,7541,5500,4200,3032,4000,2609,"0"
"20528",20528,30000,"1","2","2",25,1,2,-1,0,-1,0,-106766.787387928,734.166764106594,0,261,1000,772,8,390,"1"
"20529",20529,50000,"1","2","2",26,0,0,0,0,0,0,-41422.1066411051,12536.0984231162,1515,1424,1315,1000,1000,1000,"0"
"20530",20530,20000,"1","2","2",27,0,0,0,0,0,0,-67214.5412458226,-791.418178684587,1291,1681,1255,672,52,0,"0"
"20531",20531,150000,"1","2","2",27,0,0,2,0,0,2,43812.5167490382,-22130.9581109958,5600,0,2300,8219,0,9000,"0"
"20532",20532,70000,"1","1","2",28,-1,-1,-1,-1,-1,-1,-97905.1859341011,-15.9052485433167,5860,5979,11780,1360,468,4615,"0"
"20533",20533,180000,"1","1","2",28,0,0,0,0,0,0,-44436.4110725752,18969.3246805248,1560,1735,1385,30,23,5411,"0"
"20534",20534,320000,"1","1","2",29,-2,-2,-2,-2,-2,-2,-52820.249270461,-27188.5792124336,28524,13270,17562,66751,14405,52677,"0"
"20535",20535,90000,"1","2","1",29,0,0,0,0,0,0,49054.0328903311,4950.15355948926,2277,3489,1639,1136,1000,0,"0"
"20536",20536,210000,"1","2","2",29,0,0,0,0,0,0,5664.04537751116,55204.7081901914,3815,93575,1000,179,182,0,"0"
"20537",20537,180000,"1","2","2",26,0,0,0,0,0,0,28882.8305400895,11589.2637656562,3000,10000,2000,1500,1500,1600,"0"
"20538",20538,360000,"1","2","2",28,-1,-1,-1,-1,-1,-1,-89164.0524697682,-5159.27689525338,9849,6712,11244,9747,8806,11872,"0"
"20539",20539,1e+05,"1","4","2",28,-2,-2,-2,-2,-2,-2,-110259.60139918,-1048.60245913513,0,0,0,0,0,0,"0"
"20540",20540,3e+05,"1","1","2",28,1,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"20541",20541,160000,"1","2","2",27,-1,-1,-1,-1,-1,0,-109766.530002855,-1754.61857397655,390,390,0,1170,0,540,"0"
"20542",20542,50000,"1","2","2",27,2,2,0,0,0,0,-21978.4286336959,3845.12200725213,0,1600,1712,1016,2500,0,"1"
"20543",20543,50000,"1","1","2",29,0,0,0,0,0,0,-39605.3634994424,-11104.6485270539,1454,1484,1498,1093,1139,2039,"1"
"20544",20544,160000,"1","5","2",33,-2,-2,-2,-2,-2,-2,-107934.711450215,878.057023342557,6636,0,0,0,0,0,"0"
"20545",20545,160000,"1","1","2",30,-1,0,-1,-1,-1,-1,-85292.212991833,-7851.01454078964,1007,11907,5437,6693,22296,23500,"0"
"20546",20546,20000,"1","2","1",30,4,3,2,2,2,3,-63064.9965526615,-6657.34887935158,0,1433,0,2125,0,0,"0"
"20547",20547,250000,"1","1","2",27,0,0,0,0,0,0,231138.944139748,63371.054994662,43089,6959,110000,0,0,132818,"0"
"20548",20548,50000,"1","1","2",27,-1,0,0,0,-1,-1,-65622.9802437839,4262.5154927342,2034,0,2500,1024,397,21885,"0"
"20549",20549,30000,"1","2","2",26,3,2,2,0,0,0,-36815.9509898874,-6863.05490114049,1700,0,1310,908,915,1052,"0"
"20550",20550,50000,"1","2","2",31,0,0,2,0,0,0,-70193.9514762216,624.555882786948,2719,0,2000,1000,1542,764,"0"
"20551",20551,50000,"1","1","2",28,0,0,0,0,0,0,-12650.2034371448,8392.79463716756,11000,5000,5000,31507,0,0,"0"
"20552",20552,50000,"1","3","2",28,0,0,0,0,0,0,-7027.5088375592,27135.1639181837,2000,2100,1300,650,600,1652,"0"
"20553",20553,2e+05,"1","1","2",28,-2,-2,-2,-2,-2,-2,-100399.171833156,4563.36055523586,15954,1677,315,3042,374,4500,"0"
"20554",20554,80000,"1","1","2",28,0,0,0,0,0,0,2195.89150503827,34633.0589798173,2500,2548,2500,1100,1000,1000,"0"
"20555",20555,220000,"1","1","2",29,0,0,0,0,0,0,187508.958071073,16521.6680906222,7000,5433,6000,5000,6000,5000,"0"
"20556",20556,60000,"1","1","2",28,0,0,2,2,0,0,-24648.537296004,23130.4067557858,3800,1900,0,1200,1000,3500,"0"
"20557",20557,230000,"1","1","2",29,-2,-2,-2,-2,-2,-2,-105907.132797942,2701.26636396891,4004,2245,0,0,0,279,"0"
"20558",20558,210000,"1","2","2",31,0,0,0,0,0,0,-37129.6442624568,-8084.659875506,1472,1509,1469,1221,1100,1252,"0"
"20559",20559,50000,"1","2","2",32,0,0,0,0,0,0,-19367.6617304725,18494.8695349995,2661,3030,2124,646,828,1097,"0"
"20560",20560,20000,"1","3","1",26,2,3,2,3,2,0,-83706.3220953123,-4888.37333756479,0,2100,0,0,1000,1000,"1"
"20561",20561,320000,"1","2","2",28,0,0,0,0,0,0,10506.7220962028,-18135.1557082901,2000,2000,3000,3000,1667,2019,"0"
"20562",20562,180000,"1","2","2",28,1,2,2,2,2,2,-71022.8507248672,27747.3402907837,2000,942,0,492,0,600,"0"
"20563",20563,140000,"1","2","2",30,-1,-1,0,0,2,2,-94135.5109385857,-8842.18192295459,6229,2000,5600,0,3002,2,"0"
"20564",20564,30000,"1","3","2",25,0,0,-2,-2,-2,-2,-111588.672669512,409.228943805821,0,0,0,0,0,2000,"0"
"20565",20565,50000,"1","3","2",25,0,0,0,0,0,0,-49939.9503849532,11991.7264304387,2011,2000,2000,1000,1000,1000,"0"
"20566",20566,170000,"1","4","2",30,-1,-1,-1,-1,-1,-1,-106845.879191569,-3207.5568850085,1096,2640,1294,3126,1270,1002,"0"
"20567",20567,80000,"1","2","2",29,2,0,0,2,0,0,-80295.314649648,-7464.35507356508,2000,2200,600,650,700,1449,"1"
"20568",20568,290000,"1","2","1",30,-1,-1,-1,0,0,0,199335.599610433,-180995.932270405,7728,237648,8900,5300,5541,4700,"0"
"20569",20569,20000,"1","2","2",28,2,2,0,0,0,0,-77184.0102244767,3575.93581689841,0,1202,1000,175,3240,0,"1"
"20570",20570,20000,"1","2","1",27,-1,-1,-1,-1,-1,-1,-108367.509000658,-2087.69670837087,665,1164,1523,1228,500,0,"0"
"20571",20571,1e+05,"1","1","2",26,0,0,0,-1,0,0,-71388.8789106351,-34479.1132775521,2000,2000,42058,500,2000,2000,"0"
"20572",20572,10000,"1","3","2",27,1,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"20573",20573,30000,"1","3","2",28,0,0,0,0,2,2,-46684.4345108323,-14016.9363554264,1385,1440,4560,2001,1,1228,"1"
"20574",20574,180000,"1","1","2",29,0,0,0,0,0,2,170397.067552215,15648.4163420632,4000,3500,4000,8600,4000,0,"0"
"20575",20575,160000,"1","1","1",31,1,2,0,0,-2,-2,-107559.271041773,1301.61514427625,0,1005,7,0,0,2821,"0"
"20576",20576,390000,"1","2","2",29,0,0,0,0,0,0,50148.8644718115,-8582.79833752916,20000,14000,10000,12000,30000,13000,"0"
"20577",20577,90000,"1","2","2",28,0,0,0,0,0,0,-271.608771448588,-17027.786880168,1997,2037,2055,2000,5913,0,"0"
"20578",20578,310000,"1","2","2",29,3,2,2,2,-1,2,-95772.590145712,-20177.0706893897,0,0,0,20334,0,21573,"0"
"20579",20579,1e+05,"1","2","1",29,0,0,0,0,0,0,12153.7574514164,28168.8402596654,2303,3000,3000,1000,10022,3065,"0"
